hosname,hoscode,hsector,hostype,yeartransfer,region,pvcode,pvname,ampcode,ampname,tumcode,tumbonname
รพสต.วังแดง,01173,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,4,14,14-พระนครศรีอยุธยา,1402,02-ท่าเรือ,140206,06-วังแดง
รพสต.คลองตาล,07432,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,2,64,64-สุโขทัย,6406,06-ศรีสำโรง,640601,01-คลองตาล
สถานีอนามัยเฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี ตำบลเมืองฝาง,02893,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,31,31-บุรีรัมย์,3101,01-เมืองบุรีรัมย์,310128,28-เมืองฝาง
รพสต.บ้านแฮด ตำบลบ้านเป้า,02988,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,31,31-บุรีรัมย์,3109,09-พุทไธสง,310906,06-บ้านเป้า
รพสต.บ้านคำพอกตำบลหนองญาติ,05613,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,8,48,48-นครพนม,4801,01-เมืองนครพนม,480112,12-หนองญาติ
รพสต.บ้านสวนใหม่ ตำบลกระสัง,02904,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,31,31-บุรีรัมย์,3103,03-กระสัง,310301,01-กระสัง
รพสต.ผไทรินทร์ ตำบลผไทรินทร์,03003,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,31,31-บุรีรัมย์,3110,10-ลำปลายมาศ,311011,11-ผไทรินทร์
รพสต.บ้านโพธิ์เงิน ตำบลห้วยหิน,03037,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,31,31-บุรีรัมย์,3114,14-หนองหงส์,311402,02-ห้วยหิน
รพสต.บ้านทุ่งมั่ง ตำบลอีปาด,03309,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,33,33-ศรีสะเกษ,3303,03-กันทรารมย์,330310,10-อีปาด
รพสต.บ้านกระดึ ตำบลกู่,03383,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,33,33-ศรีสะเกษ,3307,07-ปรางค์กู่,330702,02-กู่
รพสต.บ้านพร้าว,09590,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2567,12,90,90-สงขลา,9015,15-สิงหนคร,901503,03-ทำนบ
รพสต.บ้านส่องตาแล  ตำบลบ่อถ้ำ,14039,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,3,62,62-กำแพงเพชร,6204,04-ขาณุวรลักษบุรี,620407,07-บ่อถ้ำ
รพสต.หนองแดง,13888,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,9,36,36-ชัยภูมิ,3604,04-เกษตรสมบูรณ์,360408,08-หนองข่า
รพสต.วังไผ่,08147,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,5,71,71-กาญจนบุรี,7113,13-ห้วยกระเจา,711302,02-วังไผ่
รพสต.บ้านตาโม ตำบลโซง,03634,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,34,34-อุบลราชธานี,3409,09-น้ำยืน,340901,01-โซง
รพสต.บ้านหนองไฮ ตำบลโนนกลาง,03738,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,34,34-อุบลราชธานี,3419,19-พิบูลมังสาหาร,341907,07-โนนกลาง
รพสต.บ้านหัวเมือง ตำบลหัวเมือง,03886,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,35,35-ยโสธร,3506,06-มหาชนะชัย,350602,02-หัวเมือง
รพสต.บ้านป่าชาด ตำบลห้องแซง,03911,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,35,35-ยโสธร,3508,08-เลิงนกทา,350805,05-ห้องแซง
รพสต.บ้านหนองไคร้ ตำบลหนองตอง,13992,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5015,15-หางดง,501504,04-หนองตอง
รพสต.ดงดำ,06089,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2568,1,51,51-ลำพูน,5104,04-ลี้,510404,04-ดงดำ
รพสต.บ้านกุงเก่า,05397,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,7,46,46-กาฬสินธุ์,4611,11-ท่าคันโท,461102,02-กุงเก่า
รพสต.ส้มกบ,03974,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,36,36-ชัยภูมิ,3604,04-เกษตรสมบูรณ์,360407,07-สระโพนทอง
รพสต.บ้านกลูบี ตำบลสากอ,10175,รพสต.อบจ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,2568,12,96,96-นราธิวาส,9611,11-สุไหงปาดี,961104,04-สากอ
รพสต.ขอนแก่น,04752,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,8,42,42-เลย,4209,09-วังสะพุง,420911,11-เขาหลวง
รพสต.บ้านท่าเพลิง,05329,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,7,46,46-กาฬสินธุ์,4603,03-กมลาไสย,460310,10-เจ้าท่า
รพสต.บ้านหนองจาน  ตำบลจำปาขัน,05239,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,7,45,45-ร้อยเอ็ด,4511,11-สุวรรณภูมิ,451115,15-จำปาขัน
รพสต.บ้านห้วยหลัว  ตำบลห้วยหลัว,05528,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,8,47,47-สกลนคร,4710,10-บ้านม่วง,471006,06-ห้วยหลัว
รพสต.บ้านดู่ ตำบลดู่,03392,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,33,33-ศรีสะเกษ,3307,07-ปรางค์กู่,330708,08-ดู่
รพสต.ดม,03226,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,32,32-สุรินทร์,3210,10-สังขะ,321006,06-ดม
รพสต.ท่ายาง,08614,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,5,76,76-เพชรบุรี,7605,05-ท่ายาง,760501,01-ท่ายาง
รพสต.ตระเปียงเตีย,03242,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,9,32,32-สุรินทร์,3211,11-ลำดวน,321105,05-ตระเปียงเตีย
รพสต.กะปาง,08863,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,11,80,80-นครศรีธรรมราช,8009,09-ทุ่งสง,800908,08-กะปาง
รพสต.ลาโละ,10140,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2567,12,96,96-นราธิวาส,9606,06-รือเสาะ,960606,06-ลาโละ
รพสต.บ้านดอนผึ้ง ตำบลบากเรือ,03891,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,10,35,35-ยโสธร,3506,06-มหาชนะชัย,350605,05-บากเรือ
รพสต.แม่ทราย,06372,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2567,1,54,54-แพร่,5402,02-ร้องกวาง,540214,14-แม่ทราย
